player_total,is_soft,dealer_up,true_count,EV,samples
9,False,11,4,0.0,1
8,False,3,2,0.0,2
20,True,11,3,-1.0,1
22,True,10,-2,1.0,2
20,False,5,5,1.0,2
13,False,7,-3,0.5,2
14,True,9,-3,1.0,1
12,False,2,1,-0.333,3
5,False,10,1,-1.0,1
22,True,2,1,0.0,1
16,True,8,3,0.0,1
7,False,11,-1,-1.0,1
14,True,11,-1,-1.0,1
19,True,4,-2,0.0,1
14,False,7,-3,1.0,1
21,True,6,-2,1.5,1
20,True,9,3,0.0,1
16,True,9,1,-1.0,1
22,True,7,3,-2.0,1
16,False,8,3,-1.0,1
8,False,5,3,0.0,1
12,False,5,6,1.0,1
18,False,10,6,1.0,1
21,True,9,5,1.5,1
13,False,8,5,-1.0,1
17,False,9,5,-1.0,1
8,False,8,5,-1.0,1
17,False,3,4,0.0,1
20,False,8,5,1.0,2
17,False,9,3,-1.0,1
19,True,4,-1,0.0,2
21,True,8,-1,1.5,1
5,False,5,-2,-1.0,1
5,False,9,-2,-1.0,1
11,False,8,-2,2.0,1
14,True,2,2,0.0,1
18,False,3,3,1.0,1
15,False,9,3,-1.0,2
18,True,7,1,0.0,1
14,True,2,3,1.0,1
21,True,4,5,1.5,1
8,False,11,4,1.0,1
12,False,7,4,-1.0,1
7,False,4,4,-1.0,1
21,True,5,5,1.5,1
13,True,3,3,-1.0,1
9,False,11,2,1.0,1
4,False,7,2,1.0,1
15,True,3,2,-1.0,1
13,True,6,-2,2.0,1
13,True,5,1,-2.0,1
13,True,11,2,-1.0,1
20,True,8,1,1.0,1
14,False,2,4,0.333,3
20,True,6,4,-1.0,1
9,False,6,4,-2.0,1
19,False,11,7,1.0,1
17,False,11,6,-0.5,1
6,False,11,4,-1.0,1
15,True,5,3,2.0,1
15,False,3,3,1.0,2
8,False,3,5,1.0,1
14,True,4,-1,1.0,1
12,False,2,-4,1.0,1
13,False,9,-3,-1.0,1
6,False,9,-3,1.0,1
18,False,2,3,1.0,1
19,True,9,-1,1.0,1
21,True,9,3,1.5,1
13,True,7,5,1.0,1
17,False,11,3,-0.75,2
16,True,4,2,-2.0,1
12,False,9,2,1.0,2
8,False,10,4,-1.0,1
12,False,8,4,-1.0,1
19,True,9,2,0.0,1
16,False,11,3,-0.5,1
20,False,11,3,-1.0,1
10,False,4,2,2.0,1
22,True,5,2,2.0,1
10,False,2,2,-2.0,1
16,True,7,-1,1.0,1
4,False,11,-1,1.0,1
5,False,3,-1,1.0,1
20,True,2,-1,1.0,1
15,True,8,1,-1.0,1
13,True,7,2,-1.0,1
18,True,2,1,2.0,1
19,False,11,3,-1.0,1
21,True,7,4,1.5,2
15,False,3,-3,-1.0,2
16,True,2,-3,0.0,1
20,True,3,-2,1.0,1
18,False,4,-3,1.0,1
20,True,7,-3,0.0,1
18,False,7,-3,1.0,1
11,False,7,-3,0.0,2
19,True,11,-3,-1.0,1
7,False,7,-3,0.0,1
19,False,6,-4,-1.0,1
17,True,5,-2,0.0,1
13,False,2,-3,1.0,1
17,True,4,-1,-2.0,1
17,False,7,4,0.0,1
12,False,3,6,1.0,1
19,False,3,7,1.0,1
11,False,6,2,2.0,1
15,True,7,4,1.0,1
8,False,8,4,-1.0,1
19,True,11,2,-1.0,1
19,True,6,-1,2.0,1
15,False,5,-2,1.0,1
5,False,10,-2,-1.0,1
9,False,3,-2,2.0,1
17,False,7,2,1.0,1
22,True,6,2,2.0,1
4,False,9,0,1.0,1
6,False,9,2,1.0,1
19,True,5,4,1.0,1
17,True,6,1,2.0,1
6,False,5,2,-1.0,1
18,True,9,1,1.0,1
